ng-3-0_0_0_1_1_0,ng-3-0_0_0_1_1_0-cum,ng-3-0_0_0_1_1_0-tier,ng-3-0_0_0_0_1_0,ng-3-0_0_0_0_1_0-cum,ng-3-0_0_0_0_1_0-tier,ng-3-2_0_0_1_1_0,ng-3-2_0_0_1_1_0-cum,ng-3-2_0_0_1_1_0-tier,ng-3-2_0_0_0_1_0,ng-3-2_0_0_0_1_0-cum,ng-3-2_0_0_0_1_0-tier,ng-3-0_1_0_0_1_0,ng-3-0_1_0_0_1_0-cum,ng-3-0_1_0_0_1_0-tier,ng-3-0_1_0_1_1_0,ng-3-0_1_0_1_1_0-cum,ng-3-0_1_0_1_1_0-tier
,,,136.060723694603,69.41176470588236,4.0,,,,-68.36540133986847,3.6330049261083746,3,,,,,,
,,,136.06072369460304,70.58823529411765,4.0,,,,-68.36540133986846,3.6945812807881775,3,,,,,,
,,,136.06072369460304,71.76470588235294,4.0,,,,-68.36540133986846,3.7561576354679804,3,,,,,,
,,,136.06072369460304,72.94117647058823,4.0,,,,-68.36540133986846,3.8177339901477834,3,,,,,,
,,,136.06072369460307,74.11764705882354,4.0,,,,-68.36540133986846,3.8793103448275863,3,,,,,,
,,,136.06072369460307,75.29411764705883,4.0,,,,-68.36540133986844,3.9408866995073892,3,,,,,,
,,,136.0607236946031,76.47058823529412,4.0,,,,-68.36540133986844,4.002463054187192,3,,,,,,
,,,140.5281383612696,77.64705882352942,4.0,,,,-68.36540133986841,4.0640394088669956,3,,,,,,
,,,140.52813836126967,78.82352941176471,4.0,,,,-66.59966994412716,4.125615763546798,3,,,,,,
,,,140.5281383612697,80.0,4.0,,,,-66.40122067320189,4.187192118226601,3,,,,,,
,,,140.5281383612697,81.17647058823529,4.0,,,,-66.40122067320185,4.248768472906404,3,,,,,,
,,,140.52813836126973,82.3529411764706,4.0,,,,-66.40122067320185,4.310344827586207,3,,,,,,
,,,140.52813836126973,83.52941176470588,4.0,,,,-66.40122067320183,4.37192118226601,3,,,,,,
,,,140.52813836126973,84.70588235294117,4.0,,,,-66.40122067320183,4.433497536945813,3,,,,,,
,,,140.52813836126975,85.88235294117648,4.0,,,,-66.40122067320183,4.495073891625616,3,,,,,,
,,,140.52813836126975,87.05882352941177,4.0,,,,-66.40122067320183,4.556650246305419,3,,,,,,
,,,140.52813836126975,88.23529411764706,4.0,,,,-66.40122067320183,4.6182266009852215,3,,,,,,
,,,140.74311502793637,89.41176470588236,4.0,,,,-66.40122067320183,4.679802955665025,3,,,,,,
,,,140.7431150279364,90.58823529411765,4.0,,,,-66.40122067320182,4.741379310344827,3,,,,,,
,,,140.7431150279364,91.76470588235294,4.0,,,,-66.40122067320182,4.802955665024631,3,,,,,,
,,,141.0252877658428,92.94117647058823,5.0,,,,-66.40122067320182,4.864532019704433,3,,,,,,
,,,146.0167010991761,94.11764705882354,5.0,,,,-66.4012206732018,4.926108374384237,3,,,,,,
,,,151.35658002793627,95.29411764705883,4.0,,,,-66.4012206732018,4.987684729064039,3,,,,,,
,,,168.85822269460303,96.47058823529412,4.0,,,,-66.4012206732018,5.0492610837438425,3,,,,,,
,,,197.8126247440717,97.64705882352942,5.0,,,,-66.4012206732018,5.110837438423645,3,,,,,,
,,,217.9128337440717,98.82352941176471,5.0,,,,-66.4012206732018,5.172413793103448,3,,,,,,
,,,321.1149510362827,100.0,5.0,,,,-66.4012206732018,5.233990147783251,3,,,,,,
,,,,,,,,,-66.40122067320179,5.295566502463054,3,,,,,,
,,,,,,,,,-66.40122067320179,5.357142857142858,3,,,,,,
,,,,,,,,,-66.40122067320179,5.41871921182266,3,,,,,,
,,,,,,,,,-66.40122067320178,5.4802955665024635,3,,,,,,
,,,,,,,,,-66.40122067320178,5.541871921182266,3,,,,,,
